Top100Year,SongTitle,Artist,LyricsStatus,ReleaseYear,Genre,Lyrics,Label
2016,Wasted Time,Keith Urban,True,2016,"Hip-Hop/Rap, UK Rap",rain coming tonight smiling looking photograph hear song flying right back made Every Friday night sun went would running streets like owned town cannot let go no cannot let go wonder ever think like Seven kids two lane road guns radio time still feels good think summer nights Singing window back roads Sweet Child Mine Sipping local's spark light not funny best days life wasted time wasted time nowhere slipped away rope river hangs silently town knew not nothing like used Ah cannot explain took color picture frame days got sold greed game cannot let go no cannot let go wonder ever think like Seven kids two lane road guns radio time still feels good think summer nights Singing window back roads Sweet Child Mine Sipping local's spark light not funny best days life wasted time wasted time Swinging line Living wasted time Hey hey Summer dresses rained hood car music left speaker living every second til time ran nothing think summer night Sneaking window running back roads hand mine going nowhere alive Uh huh not crazy best days life wasted time wasted time swinging line Living wasted time Hey know oh not feel coming back,Positive
2016,Somewhere On A Beach,Dierks Bentley,True,2016,"Hip-Hop/Rap, UK Rap",Bet think sitting home nah Bet think alone nah Bet think missing wishing would call phone Hell nah went wheels runway ticket one way somewhere beach Sipping something strong Got new girl got going drink day party night way gone mind got body naughty got like not never got getting sun getting not slept week Yeah somewhere beach Heard called boys heard called folks said drove house real slow check spot roll every road girl not even close somewhere beach sipping something strong Got new girl got going drink day party night way gone mind got body naughty got like not never got getting sun getting not slept week Yeah somewhere beach wish could worked getting beach towel shades drink's sun's Huh somewhere beach somewhere beach Sipping something strong Got new girl got going drink day party night way gone mind got body naughty got like not never got getting sun getting not slept week Yeah somewhere beach Yeah somewhere beach,Positive
2016,Head Over Boots,Jon Pardi,True,2016,"Hip-Hop/Rap, UK Rap",want sweep feet tonight want love hold tight Spin around old dance floor Act like never met fun one want one need Baby king ah would queen rock roll good soul true head boots way sparkle like diamond ring Maybe one day make thing Test time grow old together Rock chairs talk weather yeah bring angel kiss Put feel good lips one want one need Baby king ah would queen rock roll good soul true head boots Yeah pick hope not let no one want one need Baby king ah would queen rock roll good soul true head boots one want one need Baby king ah would queen rock roll good soul true head boots want sweep feet tonight want love hold tight Spin around old dance floor,Positive
2016,From The Ground Up,Dan + Shay,True,2016,"Hip-Hop/Rap, UK Rap",Grandma grandpa painted picture years one little house memory saying Kiss goodnight love you's baby walk footsteps Build family One day time Ten little toes painted pink room beautiful baby looks like build love ground til forever take hand man dad hoped would build love ground worse better need Beside stand good bad give build love ground life go blink eye would not want spend without side cloud going roll earth's going shake shelter wind rain build love ground til forever take hand man dad hoped would build love ground worse better need Beside stand good bad give build love ground Someday wake thousands pictures Sixty-five years little house not trade nothing life built kiss goodnight say love still build love ground worse better need Beside stand good bad give build love ground ground,Positive
2016,Record Year,Eric Church,True,2015,"Hip-Hop/Rap, UK Rap",Since turned tables steady learning lonely Keepin' turntable spinning Everything Jones Jennings Slowly planning survival three foot stack vinyl Since walk outta record year bet thought left would sit silence Turn house jail Dyin' slow living hell love's got funny way keeping score leaving lit scoreboard usually make side sober bets flip One bourbon one scotch one beer record year Quarter notes Hank's half time pounding heart mine Song song pass time speakers ten good gone keeps night Along Songs Key Life either going get going blow ears Yeah God knows stuck record year leaving left going crazy counting needle save drop groove go around around spiral guess really ought call thank rediscovered Red Headed Stranger Got old James Brown found New Grass Revival find way back owe beer record year Quarter notes Hank's half time pounding heart mine Song song pass time speakers ten good gone keeps night Along Songs Key Life either going get going blow ears Yeah God knows stuck record year Yeah record year,Positive
2016,Came Here To Forget,Blake Shelton,True,2016,"Hip-Hop/Rap, UK Rap",Girl getting getting eyes made not got say word Misery loves company Buying drinks back bar thick thieves Stealing little sips best make best worst Keep playing songs keep singing along Keep leaning closer Keep salting rim getting even night first kiss like Colorado hit better keep keeping lit 'Til cannot remember Cannot remember came forget Go ahead check phone like checking mine Nobody's ex testing rewind Looks like Fall love enough get us getting Keep playing songs keep singing along Keep leaning closer Keep salting rim getting even night first kiss like Colorado hit better keep keeping lit 'Til cannot remember Cannot remember came forget Yeah first came forget Looks like Fall love enough get us getting Keep playing songs keep singing along Keep leaning closer Keep salting rim getting even night first kiss like Colorado hit better keep keeping lit 'Til cannot remember Cannot remember came forget came forget came forget Baby baby came forget,Positive
2016,Body,Dreezy Featuring Jeremih,True,2016,"R&B/Soul, Hip-Hop/Rap",Yo body body baby catch body baby love way grind Said catch body baby going catch body Oh yeah oh yeah not stop catch body Keep hunted boy know want Another round not remember morning Got shirt put work clock Mike Tyson boy know got knock Take dive inside liquor Got pulling zipper want hit lick got legs like stick woke glory Keep K like Kourtney Since shorty popping like forty End story baby body body baby catch body baby Love way grind Said catch body baby Oh yea oh yea going catch body Oh yea oh yea no stopping catch body work like nine five Clock work put time pull back beat like lock load Got oozy booty know popping Clip clip not got no problem watching Come outside got night Pull tick locking Smith West bout teach yo ass lesson Start undressing not going home baby could go night Drop yo hoes let show rider Make neighbors call cops Still not fixing stop see bitches trona block Take another shot Bang Bang look good boy could main thing Rich sex saw chain slang thing Might give not let trona fuck bed Talking shit gone get hit Boy not get wet set Baby baby tell want baby Said everything baby could best night Get home night right Time life Get home night right could best night Get home night right (I bout catch body,Positive
2016,The Sound Of Silence,Disturbed,True,2015,"Metal, Symphonic rock, Rock","Hello darkness old friend come talk vision softly creeping Left seeds sleeping vision planted brain Still remains Within sound silence restless dreams walked alone Narrow streets cobblestone 'Neath halo street lamp turned collar cold damp eyes stabbed flash neon light split night touched sound silence naked light saw Ten thousand people maybe People talking without speaking People hearing without listening People writing songs voices never shared no one dared Disturb sound silence ""Fools"" said ""You not know Silence like cancer grows Hear words might teach Take arms might reach words like silent raindrops fell echoed wells silence people bowed prayed neon god made sign flashed warning words forming sign said ""The words prophets written subway walls tenement halls whispered sound silence",Negative
2016,Gold,Kiiara,True,2020,"Metal, Symphonic rock, Rock",Roof falling let love falling know Roof falling let love falling know Roof falling let love falling know Roof falling let love Gold gold teeth (Gold gold teeth not care say bite feelings (Gold teeth missed basement (Gold teeth brother good substitute love love never let go roof fire never let know Say sorry honey never really show could leave party without ever letting know Without ever letting know Roof falling let love falling know Roof falling let love Without ever letting know Roof falling let love falling know Roof falling let love Without ever letting know Roof falling let love falling know Roof falling let love Without ever letting know Roof falling let love falling know Without ever letting know Gold gold teeth (Gold gold teeth Tastes like money speak (Gold gold teeth missed basement (Yeah gold teeth Bodies pavement (Oh gold teeth love love never let go roof fire never let know Say sorry honey never really show could leave party without ever letting know Without ever letting know Roof falling let love falling know Roof falling let love Without ever letting know Roof falling let love falling know Roof falling let love Without ever letting know Roof falling let love falling know Roof falling let love Without ever letting know Roof falling let love falling know Without ever letting know Gold gold teeth (Gold gold teeth Taste like money speak (Gold gold teeth missed basement (Yeah gold teeth Bodies pavement love love never let go roof fire never let know Say sorry honey never really show could leave party without ever letting know Without ever letting know Roof falling let love falling know Roof falling let love Without ever letting know Roof falling let love falling know Roof falling let love Without ever letting know Roof falling let love falling know Roof falling let love Without ever letting know Roof falling let love falling know Without ever letting know,Positive
2016,Hype,Drake,True,2016,"R&B/Soul, Hip-Hop/Rap",Man not live hype huh Real ting ay Yeah pull Lexus' like hit lick got hit next one Last year know learned lesson could GPS need addressing Boss bigger homie one year older lily homie bidding Young Money got written Ok got action Everything said happened boy light Michael Jackson verses blacking Chasin' women distraction want TV right next cannot right next not see Riri right next hate rapper especially feel hide discuss private not get along man tried point even trying hate goofy especially always dying mention got die eventually cannot give recipe know game sold separately Swear epiphany cost 50 Tiffany's Shout Tiffany Stephanie used always come check enemies want friends enemies not let get Done Look done life count count make sure money right love talk dunning hype dunning hype done done done done done not take shit granted propaganda feel like Juelz Santana leg hanging Phantom 6 cold like Alaska Views already classic Roy outta like NASA busting plastic gram popping fuck chain heavy tuck serious feed family not play money summer serious not run material not speak period try give side story heard not hearing feeling way not hide Niggas done silent not get along man tried point even trying hate goofy especially always dying mention got go got go going die eventually cannot give no empathy B's 70 cannot fuck legacy not know else left no one threat enemies want friends enemies not let get Done Look done life count count make sure money right love talk done hype done hype done done done done done,Negative
2016,Try Everything,Shakira,True,2016,"R&B/Soul, Hip-Hop/Rap",Oh oh oh oh oh Oh oh oh oh oh Oh oh oh oh oh Oh oh oh oh oh messed tonight lost another fight Lost start keep falling keep hitting ground always get see next Birds not fly fall get Nobody learns without getting wrong not give no not give 'Til reach end start No not leave want try everything want try even though could fail not give no not give 'Til reach end start No not leave want try everything want try even though could fail Oh oh oh oh oh Try everything Oh oh oh oh oh Try everything Oh oh oh oh oh Try everything Oh oh oh oh oh Look far come filled heart love Baby done enough take deep breath not beat no need run fast Sometimes come last best not give no not give 'Til reach end start No not leave want try everything want try even though could fail not give no not give 'Til reach end start No not leave want try everything want try even though could fail keep making new mistakes keep making every day new mistakes Oh oh oh oh oh Try everything Oh oh oh oh oh Try everything Oh oh oh oh oh Try everything Oh oh oh oh oh Try everything,Negative
2016,Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",True,2016,"R&B/Soul, Hip-Hop/Rap",Quavo! Lifestyle camera Hundred thousand dollar chandelier tried turn animal Full lyrics,Neutral
2016,Peter Pan,Kelsea Ballerini,True,2015,"R&B/Soul, Hip-Hop/Rap",smile charm words spark Everything guess naive heart boy let said never thought would leave lonely lost boy head clouds lost boy never keep feet ground Always going fly away know never going learn no place Neverland not understand never grow never going man Peter Pan Deep knew good true every piece part wanted believe happily ever never guess know better lost boy head clouds lost boy never keep feet ground Always going fly away know never going learn no place Neverland not understand never grow never going man Peter Pan Oh-oh-oh-oh lost boy yeah know not know lost boy busy chasing stars always going fly away know never going learn no place Neverland not understand never grow oh never grow never going man never grow Yeah never going man Peter Pan Never going man,Negative
2016,Childs Play,Drake,True,2016,"R&B/Soul, Hip-Hop/Rap",Breaking news nights girlfriend went season opener basketball game Best believe fucking nights team fucking somebody basketball team game Right right yeah say bounce shit like whoa Yeah bounce shit like whoa not fairytale already know like Take mall get new outfit Girl child's play Bounce shit like whoa whoa whoa Whoa whoa heard stories already know like Take mall get new outfit Girl child's play Bounce shit like whoa yeah Bounce shit like whoa got fight Cheesecake? know love go Say acting lightship cannot take nowhere place families drive Camrys go Disney not need know business wilding super childish go CVS Kotex Bugatti took key tried hide cannot drive put mileage find awkward silence Mama saint yes raised real good not like not make give back hood not make give back say bounce shit like whoa Yeah bounce shit like whoa not fairytale already know like Take mall get new outfit Girl child's play Bounce shit like whoa whoa whoa Whoa whoa heard stories already know like Take mall get new outfit Girl child's play Bounce shit like whoa yeah Bounce shit like whoa Yeah rode dick like soldier rode like soldier rode like yeah yeah got yeah not want fall love know not someone trust know give Chanel like hug know knew couple friends way many girls slept bed Say different number one head Lying protect lot past checkered like Louis got Married twenties fun city love like college running back Pack bag gone end staying Took hood could never give back want let know someone love back Cadillac like Teddy Pendergrass Whippin' shit getting ready Riding rode like Melpomene soldier rode dick like soldier rode like soldier rode like jungle soldier rode dick like soldier rode like soldier rode like Melpomene soldier Burrrat stick stick Burrrat stick stick Burrrat stick stick Burrrat stick stick Burrrat stick stick Thank thanks Drake thanks baby Motherfuckers drunk tired Tired tired boss,Positive
2016,American Country Love Song,Jake Owen,True,2016,"R&B/Soul, Hip-Hop/Rap","two tickets concert Daytona airbrush shirt Wonderin' going kiss first know talking Hey baby tonight butterflies Bud Lights stars stripes Beach towel Spring Break town playing night air speakers night long Couple kids living American country love song every town every place boy trying take chance dance find way runaway heart back old Ford truck bar looking luck pair oh blue eyes Let fireworks start American country love song not never going quit playing Well ""Chris loves Jenny"" license plate daddy getting mad came home late one last kiss driveway Hey radio DJ play song loves turn maybe turn American country love song every town every place boy trying take chance dance find way run away heart back old Ford truck bar looking luck pair oh blue eyes Let fireworks start American country love song not never going quit playing let us raise glass Cheerleaders quarterbacks Cowboys country girls around small town world old pickup lines tried million times bad good gets till ones not met yet every town every place boy trying take chance dance find way run away heart back old Ford truck bar looking love pair oh blue eyes Let fireworks start American country love song not never going plain",Positive
2016,Make You Miss Me,Sam Hunt,True,2016,"R&B/Soul, Hip-Hop/Rap","hear new song favorite pretty soon changing station old shoes looking want worn never get chance Heavy everything ready next thing catch eye change mind soon shine's gone Like always not know yet Whoa whoa Whoa whoa not going easy leave Whoa whoa Whoa whoa Girl going make miss Make wish sleeping shirt Lie jacket tell everyone phone rings midnight thinking maybe going make miss cold hot burn like match Keep slipknot strings attach think easy lie reason good goodbye Every boy ever met easy forget Well not going like Whoa whoa Whoa whoa not going easy leave Whoa whoa Whoa whoa Girl going make miss Make wish sleeping shirt Lie jacket tell everyone phone rings midnight thinking maybe going make miss yeah Whoa whoa Whoa whoa not going easy leave Whoa whoa Whoa whoa Girl going make miss Writin' letters never going mail Stay paint favorite shade red nails cannot fall asleep wishing going make miss make miss Make miss way hand fit hand dialing number listening favorite bands say ""Hey baby know say come get Going make miss miss going make miss make miss yeah Whoa oh ooh oh going make miss yeah",Positive
2016,THat Part,ScHoolboy Q Featuring Kanye West,True,2016,"R&B/Soul, Hip-Hop/Rap",no converse fake part bitches independent bitches part want paper part bitches flavored part part part part Ayy! part Bang shit hood one time Lil bitch back popping Tell ugly bitch move away need options Broke? fix pockets profit Quarter million switching part Bet bitch move old part 405 gun part Ayy still trona make plate Rich poor night choose fate Style top style night Five years rich night Drove Beamers Fig night Pushed Porsches Broadway dogging different hoes night Got chain worth Rolls night Got engine back top Nigga driving like bomb no converse fake part bitches independent bitches part want paper part bitches flavored part part part part Okay okay okay okay okay okay (That part Beggars cannot choosers bitch not Chipotle Nigga attitude feel like O'Shea Walkin' living legend man feel like Kobe left strip club got glitter Wifey going kill female OJ not feel man not okay Four Seasons take shower new clothes reloaded Rich night still eating catfish bitch not really bad catfish walk Saks Fifth paparazzi backflows lay mattress Blow back til backless Thick already established got done Yeah! Okay okay okay okay (That part Beggars cannot choosers bitch not Chipotle (That part Nigga attitude feel like O'Shea (That part Walkin' living legend man feel like Kobe (That part no converse fake part bitches independent bitches part want paper part bitches flavored part part part part Ayy! part Bang shit hood one time Lil bitch back popping Tell ugly bitch move away need options Broke? fix pockets profit million made still not part girl got matching part get slowed lose part XO thing go straight Need bitch go ways Style top style night Since lounging wanted ball night pistol drawls night broke sauce night Got Chevy side side Hundred spokes data dates Got chopper stand put homies beside no converse fake part bitches independent bitches part want paper part bitches flavored part part part part Ayy! part part part Walkin' living legend man feel like Kobe (That part dropped 60 man feel like Kobe Lamar man feel like Kobe Pippen wedding man feel like Jordan Trippin' wedding not say shit night listening close though listening hoes though would not listen flow though Listen Goat Listen young night 'Go though freestyle knew nights night ScHoolboy Q uh Top Dawg call Top Dawg Get night phone Top Dawg phone Ayy Hah!,Negative
2016,Light It Up,Major Lazer Featuring Nyla & Fuse ODG,True,2016,"R&B/Soul, Hip-Hop/Rap",Stand like soldier baby Yeah know built like Gun like holster babe not see weaken like Whenever war raging Chasing crazy dreams Hoping bridge not cave Tonight let go free Give thing let rock Benz Give thing let rock Benz Mash step Benz Give thing let rock Give thing let rock Benz Give thing let rock Benz Mash step Benz Give thing let rock Set ablaze like candle lit hotter Yeah light set Light light Light Fire like soldier baby No retreating treat Never make hold ya baby Hot like fever take shots Whenever war raging Chasing crazy dreams Hoping bridge not cave Tonight let go free Give thing let rock Benz Give thing let rock Benz Mash step Benz Give thing let rock Give thing let rock Benz Give thing let rock Benz Mash step Benz Give thing let rock Set ablaze like candle lit hotter Light yeah light Set ablaze like candle lit hotter Yeah light light Light light (Light mash,Positive
2016,Still Here,Drake,True,2016,"R&B/Soul, Hip-Hop/Rap",well dawn Yeah Yeah Yeah nights well well dawn not city could tell could tell dawn dawn Blew city still still dawn finesse shit Jane Weston? Girls bed not trip first impressions Girls bed ask hunted questions cannot fuck no acting extra favorite rapper like son like son though Nothing mutual funds funds though nights fighting crumbs bread feel bed not need no pill speak mind not need make people pay time yeah need see girl like time time though cannot tell mine know nights well well dawn not city could tell could tell dawn dawn Blew city still still dawn Oh back dawn Oh went turned back dawn thought family showed cannot got talk God even though not near Based got hard think not hear Hittin' like 30 jersey man gifted Whole lot still like Hallelujah Hallelujah Hallelujah Six point star Lion Judah nights not rocking Gucci One got Got key doors open going Whole city head boy not even got call no one nights well well dawn not city could tell could tell dawn dawn Blew city still still Wow praise high,Positive
2016,Grammys,Drake Featuring Future,True,2016,"R&B/Soul, Hip-Hop/Rap",Yeah yeah Yeah yeah Jheeze yeah Right look look Tell really feel Tell really feel would ask deal not even got deal - deal Could not make greatest hits whole lot things still not not know no one could tell Heard never claimed hood Heard hood claimed cannot sit well Oh well ship sailed Still mine mine Cosign cosign pull yachts big try hit boat fines Hype Williams Big Pimpin' yeah like old times - old days Lotta sides side OVO gold mine going gold no time play play Boys better back Hall fame hall fame Like shirt like shirt Like shirt shorty Whole city going crazy Whole city going crazy Top five no debating Top five top five top five whole city rate back inside Matrix said would make Aim squad traitors Knew - basement not no - done really put days Hey excited know saying happened win Grammy? God damn acting like - trophy - - turn - gone think Grammy gone think Grammy Swervin' Panoramic hanging cannot stand gone think Grammy gone think Grammy gone think Grammy gone think Grammy showing cannot stand showing cannot stand swerving cannot stand cannot stand gone think Grammy gone think Grammy gone think Grammy gone think Grammy Going peel like bandit nodding Xanax Get pissed start airing Get head start not friendly stand not blend say meant not want talk not want features nan not want features nothing cannot even get guest list want go Met Gala want Percocet gallon Actavis Hi-Tech not matter sitting right outside know players side cashing - cosign wear chain like bootie wear ring like Keep pop guys Black tints low profile Celebratin' everyday really really fresh coke house Countin' every single day 'Bout bring whole another whip gone think Grammy gone think Grammy Swervin' Panoramic hanging cannot stand gone think Grammy gone think Grammy gone think Grammy gone think Grammy showing cannot stand showing cannot stand swerving cannot stand cannot stand gone think Grammy gone think Grammy gone think Grammy gone think Grammy,Positive
2016,"Sit Still, Look Pretty",Daya,True,2016,"R&B/Soul, Hip-Hop/Rap",Could dress get love guess never going girl living Barbie world Could wake make play dumb Pretending need boy going treat like toy know girls want wear expensive things like diamond rings not want puppet playing string queen not need king Oh not know told girl right going rule world Yeah going want No not want sit still look pretty get 9 5 Dream picket fences trophy wives no never going not want No not want sit still look pretty Mr. Right could nice one night want take control would rather fly solo Snow White right life 7 men chores not lady's thing boy's going give girl frees captivity might love vanilla not sugar sweet Call HBIC Oh not know told girl right going rule world Yeah going want No not want sit still look pretty get 9 5 Dream picket fences trophy wives no never going not want No not want sit still look pretty Sure pretty girl pretty world say pretty hurts not want sit still pretty girl pretty world no not sit still look pretty Sure pretty girl pretty world say pretty hurts not want sit still am-I pretty girl pretty world no not sit still look pretty Oh not know told girl right going rule world Yeah going want No not want sit still look pretty get 9 5 Dream picket fences trophy wives no never going not want No not want sit still look pretty Oh not know told girl right going rule world Yeah going want No not want sit still look pretty get 9 5 Dream picket fences trophy wives no never going not want No not want sit still look pretty Sit still look pretty Sit still look pretty Sit still look pretty Sit still look pretty,Positive
2016,Fix,Chris Lane,True,2016,"R&B/Soul, Hip-Hop/Rap",Hey girl know missing yeah Hey girl whoever kissing not got love medicinal make feel invincible recreational need smooth ride late night Walter White high first time right Get falling love end night good itch long trip sugar lips favorite habit got cannot quit got fix high never let us (I got fix one crave no one around pick never let go (I got fix Never let go hey hey Hey girl not get never leave oh leave Listen baby baby baby baby girl Let make feel better Please please please please need smooth ride late night Walter White high first time right Get falling love end night good itch long trip sugar lips favorite habit got cannot quit got fix high never let us never let us one crave no one's around no one around pick never let go (I got fix Never let go Yeah come baby yeah high never let us one crave no one around smooth ride late night Walter White high first time right Get falling love end night good itch long trip sugar lips favorite habit got cannot quit got fix high never let us never let us one crave no one's around no one around pick never let go (I got fix Never let go,Positive
2016,With You Tonight / Hasta El Amanecer,Nicky Jam,True,2017,"Latin Urbano, Pop, Reggaeton",Girl know anything know little name thing know fine would like leave tonight Girl know anything know little name thing know fine would like leave tonight name sweet senorita hot giving fever sexy bonito making nonbeliever believer Trust girl got give everything need make weak knees baddest one ever seen Tell fit jeans Oyeme baby finally see Girl perfect remember night pleasure need come Girl know anything know little name thing know fine would like leave tonight Want name came Looking Ray-ban frames girl dime girl not not mother blame want tell straight Let explain Keep hundred come ride wave Come tunnel train flyer plane gone call papa make body happy Every time call know take care gone call papa make body happy Every time call know want baby Girl know anything know little name thing know fine would like leave tonight Girl know anything know little name thing know fine would like leave tonight (I want leave Girl know anything know little name thing know fine would like leave tonight N.I.C.K Nicky Nicky Nicky Jam Saga WhiteBlack La Industria Inc,Positive
2016,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,True,2016,"Dance/Electronic, Pop, Hip-Hop/Rap, Christian",not talk anymore not talk anymore not talk anymore Like used not love anymore Oh not talk anymore Like used heard found one looking looking wish would known not even time still wonder cannot move way easily not want know Kind dress wearing tonight holding onto tight way overdosed known love game cannot get brain Oh shame not talk anymore not talk anymore not talk anymore Like used not love anymore Oh not talk anymore Like used hope lying next somebody knows love like must good reason gone Every think might want Come show door afraid wrong not want know looking eyes holding onto tight way overdosed known love game cannot get brain Oh shame not talk anymore not talk anymore not talk anymore Like used not love anymore Oh not talk anymore Like used Like used not want know Kind dress wearing tonight giving right way overdosed known love game cannot get brain Oh shame not talk anymore not talk anymore not talk anymore Like used not love anymore Oh not talk anymore Like used not talk anymore not want know Kind dress wearing tonight holding onto tight way not talk anymore (I overdosed known love game cannot get brain Oh shame not talk anymore,Negative
2016,Broccoli,D.R.A.M. Featuring Lil Yachty,True,2016,"R&B/Soul, Hip-Hop/Rap, Rap Québ","not no telling fixing beyond fuck shit hey Hey lily mama would like sunshine Nigga touch gang gone turn shit Columbine Ice neck cost ten times three 30 000 dollars night get flee hit Rodéo spent like ten Gs show spent check mama go away might rent Bahamas keep like ten phones damn really never home nights clones trona copy Nigga get trona pick night bone Word brother Skip boy good day Metro PCS trapping boy making plays Fifty Shades Grey beat pussy like Hulk Hogan know know slogan not gap gone Niggas hating chosen concrete rose Shawty staring necklace diamonds really froze Put dick pussy bet feel toes real young night Six throwing bows real young night Six throwing bows Real young night Six throwing bows middle party bitch get cut rolling broccoli Yeah know baby mama fond want smoke broccoli Whispered ear trona leave Said get pussy easily Said hit shit greasily dirty dog sleazily not no telling fixing beyond fuck shit hey not no telling fixing hey beyond Said beyond fuck shit got companies Pesos got people payroll not less say not smoke not Fuego sauce like Prego Fettucini Alfredo wanted fame every game made Sega five six years old told ""Okay special treat like equal never lesser 26 years old dropped one amazing record world stepping call epic Couple summers later got paper acquired taste salmon bagel capers square plate restaurant got stare face know either ball record snare bass Rapper face dread headed Golden diamond teeth wearing mad got cheese bitch keep dairy Turnt party getting lit Yachty Spanish Barbie word mama middle party bitch get cut rolling broccoli weed weed Yeah know baby mama fond fond want smoke broccoli weed weed Whispered ear trona leave running Said get pussy easily falling Said hit shit greasily oh yeah oh yeah dirty dog sleazily",Positive
2016,Hymn For The Weekend,Coldplay,True,2015,"R&B/Soul, Hip-Hop/Rap, Rap Québ","drink drink oh I-) Shoot across symphony oh I- oh I-) shoot across sky Drink drink (I- oh I- oh I-) shoot across (I feeling drunk high Symphony (So high high shoot across drink Oh angel sent know make world light hurt came lift Life drink love's drug Oh think must miles river dried came rain flood said ""Drink drink thirsty Pour symphony cannot get enough Put wings wings heavy Pour symphony low low low low I- oh I- oh I- Got feeling drunk high high high high high Oh I- oh I- oh I- feeling drunk high high high high high Oh angel sent feel coursing blood Life drink love's make stars come Put wings wings heavy Pour symphony low low low low I- oh I- oh I- Got feeling drunk high high high high Oh I- oh I- oh I- feeling drunk high high high high high I- oh I- oh I- La la la la la la la high high I- oh I- oh I- feeling drunk high high high high high shoot across sky shoot across shoot across sky shoot across shoot yeah shoot across sky shoot across shoot across sky shoot across",Negative
2016,Kiss It Better,Rihanna,True,2016,"Contemporary R&B, Electronic rock, Pop",Kiss kiss better baby Kiss kiss better baby waiting sunshine Boy think need back Cannot like No one else gone get like argue yell take back cares feels like crack Boy know always right Man fa pride take back boy take back boy Take back night take back take back Mmm got keep night Hurtin' vibe man hurts inside look eye willing Oh tell willing (Kiss kiss better baby Oh willing Oh tell willing (Kiss kiss better baby waiting sunshine Boy think need back Cannot like No one else gone get like argue take back cares feels like crack Boy know always right Man fa pride take back boy take back boy Take back night take back take back Mmm got keep night Hurtin' vibe man hurts inside look eye willing Oh tell willing (Kiss kiss better baby Oh willing Oh tell willing (Kiss kiss better baby waiting night Baby tell wrong Go make right Make night long waiting night Baby tell wrong Go make right Make night long Man fa pride take back take back babe Take back night take back take back Mmm got keep night night Hurtin' vibe man hurts inside look eye willing Oh tell willing (Kiss kiss better baby Oh willing Oh tell willing (Kiss kiss better baby willing Oh tell willing (Kiss kiss better baby Oh willing Oh tell willing (Kiss kiss better baby Kiss kiss better baby Kiss kiss better baby,Positive
2016,Sweatshirt,Jacob Sartorius,True,2017,"Contemporary R&B, Electronic rock, Pop",Chillin' hair tie No makeup sweatpants know always guy think night long think need something think Something keep warm show baby not ready kiss wear sweatshirt tell friends together till end Girl wear sweatshirt Cuz one hold not want cold baby wear mine go sleep night wake morning walk halls girl know want flaunt Said may start something new Girl going tell exactly want baby not ready kiss wear sweatshirt tell friends together till end Girl wear sweatshirt Cuz one hold not want cold baby wear wear sweatshirt not want cold Cold cop cop cop cold wear wear sweatshirt tell friends together till end Girl wear sweatshirt Cuz one hold not want cold baby wear Sweatshirt Cuz one hold not want cold baby wear,Positive
2016,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,True,2016,"Contemporary R&B, Electronic rock, Pop","not want zero problems big fella Yep! one label try stop gone dread head nights ya lobby not want no problems want no problems big not want no problems want no problems another day pick mail go Chano riding streets like ""There got not want no problems want no problems big not want no problems want no problems another day pick mail go Chano riding streets like ""There got Ooh coming put hinges hands Countin' Benjis meeting make shake hand Milly rocking scooping blessings lap Bitch know tried cheat never took nap Fuck wrong thinking Fuck thought talk talk night lame night fall love Not though bitch keep Boy head like Craig Deebo not tweak pro never sweet ho shooters come free one label try stop gone deadhead nights ya lobby not want no problems want no problems Yep yep Pull like ""There got not want no problems want no problems like ""There got Petey Pablo take shirt Wave around head like helicopter not put enough weed blunt smoke tobacco hell get Yeezus said not make nights chasing bounty hunters getting chased baby mommas first tat stomach Got pocket full money mind full ideas shit may sound weird Inside Maybach Look like came Ikea Run shit like diarrhea Big yacht no pies Aye aye captain high captain high God tapping blessing passion School hard knocks took night classes not want no problems want no problems Pull like ""There got got problems bigger boys deposits steroids Lord free Carter nights need Carter Sacrificin' everything feel like Jesus Carter Hold got sewed soda poured woes flipping bucks toe tucks rolled let smoke puff lay told yah Hold get choked think old stuff Move put goons kidnap newborns streets face coupon pussy warm bitches come harm bought new charm Fuck watch buy new arm lukewarm Uncle Luke hoes Pretty bitches centerfolds Tippy toes around crib robes robes Half million safe another pillowcase Codeine got moving slower caterpillar race Fuck wrong thinking thought popped 5 caught buzz label try stop gone crazy Weezy fans waiting lobby Mula baby not want no problems want no problems another day pick mail go Chano riding streets like ""There got not want no problems want no problems big not want no problems want no problems another day pick mail go Chano riding streets like ""There got not want no problems want no problems Say got problems say like ""There got",Positive
