Top100Year,SongTitle,Artist,LyricsStatus,ReleaseYear,Genre,Lyrics,Label
2022,Silent Hill,Kendrick Lamar & Kodak Black,True,2022,"Pop music, Alternative/Indie, R&B/Soul, Dance/Electronic, Pop, Hip-Hop/Rap, Singer-Songwriter, Country","Hey oh yo oh oh oh keep fa gone make jump skin believe Push no like ""Huh"" Push no like ""Huh"" Push no like ""Huh"" Pushin' snakes pushing fakes pushing like ""Huh"" Pushin' like huh Aha immune Tucking broom want assume Know choke - close howl moon Know results ballot man boom funny dawn Peek-a-boo cannot hide behind money dawn week two meditate running lost Swerve swerve swerve shake currents yeah Push no like ""Huh"" Push no like ""Huh"" Push no like ""Huh"" Pushin' snakes pushing fakes pushing like ""Huh"" Pushin' like ""Huh"" Head chest Silence stressed Shh quiet stressed Stressed stressed stressed Pick daughter need love need love mean us like six clock talk much making awkward love mean hard enough mean not fa even could Pull stick hit wood First park Rolls Royce avert hood not worry us good AP Roman numeral everywhere go need pharmaceuticals ran whole conglomerate mapping cubicle Suicide coupe funeral Trackhawk launch like slingshot Big old ruby diamond pinky finger look like Ring Pop Money mind money head Cannot ride three times coming ejects Red Cross kept fed studio K. Dot fresh feds Yeah no cannot stand rain not stand chance Yeah Chevrolet candy paint spin bend Benz caught bale Google ape type get shooter whacked survive tuna pack Five percent tint whip like ""Who Coupe take like mad Beat fork whipping Sudafed scams lab Every Thursday girl's day spending time daughter make go harder Every Sunday's son's day teach boy man not no father Fell love block not no pop shotgun Mossberg stacking money proper awkward diamonds look like marbles Audemars water aqua beating block til spot not want ice boy want life still might rob Yo Push no like ""Huh"" Push no like ""Huh"" Push no like ""Huh"" Pushin' snakes pushing fakes pushing like ""Huh"" Pushin' like ""Huh"" Head chest Silence stressed Shh quiet stressed Stressed stressed stressed",Positive
2014,Good Kisser,Usher,True,2015,"Dance Pop, Neo-Soul",Yeah say let see Make every minute worth baby Usher baby watch done around world done kissed lot girls guessing true Make holly bet million dollars not nobody kiss like huh not nobody kiss like not nobody kiss like baobab not nobody kiss like not nobody kiss like uh uh five morning Kush rolling making steak eggs yeah five morning one thing See told devil lie girls cannot compete mine good fuck mind pull open wide make want tap retire pretty lips leave inspired uh huh think winner could keeper good kisser Got lipstick leg oh baby ooh oh good kisser rain parade oh baby ooh Let tell ya something uh done around world done kissed lot girls guessing true Make holly bet million dollars not nobody kiss like not nobody kiss like not nobody kiss like baobab not nobody kiss like not nobody kiss like girl hero Get diner euros pesos francs yen (I not one trick either staring barrel Pull trigger shitty shitty bang babe Whatever want told devil lie girls cannot compete mine good fuck mind pull open wide make want tap retire pretty lips leave inspired think got winner Could keeper good kisser Got lipstick leg oh baby ooh oh good kisser rain parade oh baby ooh Listen thing know give baby good flow ooh oh not ever run back come keep going give give give I-I cannot keep control Every time see hit floor keep giving want come baby give give hey hey Kiss good kiss right Keep kissing night kissing night Kiss good kiss right Keep kissing night ooh ah Kiss good kiss right Keep kissing night night Kiss good kiss right Keep kissing night Kisser got lipstick leg good kisser Oh baby good kisser ah rain parade train parade Oh baby saw uh done around world done kissed lot girls guessing true Make holly bet million dollars not nobody kiss like huh not nobody kiss like not nobody kiss like baobab not nobody kiss like not nobody kiss like uh uh,Positive
2019,Wow.,Post Malone,True,,,"Said tired lily money need big boy Pull twenty inch blades like Lil' Troy everybody flocking need decoy Shawty mixing vodka LaCroix yeah G-Wagon G-Wagon G-Wagon G-Wagon housewives pulling got lot toys 720S bumping Fall Boy talking shit beginning Back feeling forgiving forgiving know piss see winning see winning See igloo mouth grinning (I grinning yeah Hundred bands pocket Hundred deep roll like army Get bottles bottles lonely moment show got saying ""Wow"" wow wow Hundred bands pocket Yeah grandmamma probably know know Get bottles bottles lonely moment show got saying ""Wow"" wow wow Everywhere go Catch block like Mutombo 750 Lambo Utah snow Trunk front like shit Dumbo yeah Cut roof like Pull house big butts Turn kitchen counter Dre came got gap disappeared dropped Stoney none really cared always say ""Congratulations "" kid not 40 pouring shit Used lot got Made another hit got bored Always going never punt fourth Last call Hail Mary Prescott touchdown Hundred bands pocket Hundred deep roll like army Get bottles bottles lonely moment show got saying ""Wow"" wow wow wow Hundred bands pocket Yeah grandmamma probably know Get bottles bottles lonely moment show got saying ""Wow"" wow wow wow wow wow Sayin' ""Wow""",Positive
2021,Happier,Olivia Rodrigo,True,2021,"Rhythm and blues, R&B/Soul, Afroswing, Hip-Hop/Rap",broke month ago friends mine know know moved found someone new One girl brings better thought heart detached sunlight past sweet pretty mean forgot Oh hope happy not like selfish know cannot let go find someone great not find no one better hope happy not happier tell beautiful girl ever seen eternal love bullshit know never mean Remember believed meant said first picking apart Like cutting make miss wretched heart beautiful looks kind probably gives butterflies hope happy not like selfish know cannot let go find someone great not find no one better hope happy wish best really Say love baby not like loved think fondly hands hope happy not happier Ooh Ooh-ooh hope happy not like selfish know cannot let go find someone great not find no one better hope happy not happier,Positive
2021,My Ex's Best Friend,Machine Gun Kelly X blackbear,True,2020,"Pop-punk, Alternative/Indie, Pop, Hip-Hop/Rap, Rock","Ayy know ex makes feel complicated yeah (It seems complicated read texts sent never say yeah (I never say walked life boy's new girl best friend Act like not see play pretend eyes already told never said back seat black car going home asked ""Is wrong come drunk elevator kissed first time New York City uh swear God never fall love showed cannot get enough swear God never fall love never fall love cannot get enough First not sorry not apologize nobody play like invisible Girl not act like not saw Last year mess acted beyond past still revolves text not responding shit's done changed Go separate ways look damage still want nothing Please not say nothing Sounds true not nothing say hey swear God never fall love showed cannot get enough swear God never fall love never fall love cannot get enough swear God never fall love showed cannot get enough swear God never fall love never fall love cannot get enough know ex makes feel complicated yeah (It seems complicated read texts sent never say yeah (I never say",Negative
2020,Need It,Migos Featuring YoungBoy Never Broke Again,True,2021,"Hip hop music, Contemporary R&B, R&B/Soul",Let us go Surrounded real nights (Lil Top) Hey Yessir not (Buddah Bless beat said need Draco undefeated Hit block bleed Go long bullets receive cannot see (I cannot wrist look like snow cone make eat see give dope dick like ether leave cannot get caught cannot Cheaters go people know Go put dope fore breach us breach us get bitch striking throwing heater Whole gotta money steady keep coming Forever living life like bleeder Dope boy straight Nawf came selling hard Heroin straight Nawf went bought Dawn Nawf) jumped porch went bought gun boarding jet dawn got warrant not give fuck bring stick going booted Molly cover gun stick got ELO aim point point Shootin' Glock give pain joints shoot drum honey bun want two thousand want tongues know handle bust damages nights cannot run gone peel everyone know give fuck come Got stick car sound like bomb came bitch milk worth cash Like Bandicoot crash No remorse put five dash porch bought Porsche drag building young nights slide Put 30 math seek son not hide (I not hide Bullets rain give bath said need Draco undefeated Hit block bleed Go long bullets receive cannot see wrist look like snow cone make eat see give dope dick like ether leave cannot get caught cannot Cheaters go people know Go put dope fore breach us breach us get bitch striking throwing heater Whole gotta money steady keep coming Forever living life like bleeder band Baton making happen like bitch bougie keep ratchet Winning's fantastic Cartiers straight plastic Diamonds glasses fucking bitches Magic Straight basket say young nights money old growing maggots nasty Finger fuck MAG thinking forgot way paved giving many nights passes many Fuck drop bag cash fuck going press fastest Extendo barrel elastic new attachment shit get tactic stole flow trona run fashion neck freeze give us reason Make smoke look easy easy Couple blue bunnies stones bleeding issue got trigger squeeze bah squeeze bah squeeze Whole block outside street fest not no peace treaty stones around Jesus not treated got heated not play gang know undefeated get squeezing (I get squeezing talking beef say vegan no reason no reason wood copping ice not talking freezer said need Draco undefeated Hit block bleed Go long bullets receive cannot see (I cannot wrist look like snow cone make eat see give dope dick like ether leave cannot get caught cannot Cheaters go people people know Go put dope fore breach us breach us get bitch striking throwing heater Whole gotta money steady keep coming Forever living life like bleeder,Negative
2015,Bad Blood,Taylor Swift Featuring Kendrick Lamar,True,2015,"Pop rap, Pop",baby got bad blood know used mad love take look done baby got bad blood hey cannot take back look OG like D.O.C. remember (Remember TLC quite OD ID facts (ID POV similar Iraq not hate hate critique overrate beats dark heart use baselines replace Take time erase love not hear no no not fear no Better yet respect not quite sincere no ah Oh sad think good times baby got bad blood know used mad love take look done baby got bad blood hey got problems not think solve made really deep cut baby got bad blood hey Remember tried write Remember thought would take loss not remember thought would need ya Follow procedure remember Oh wait got amnesia season battle wounds battle scars body bumped bruised Stabbed back brimstone fire jumping Still life got money power got live bad blood Oh sad think good times baby got bad blood know used mad love take look done baby got bad blood hey got problems not think solve made really deep cut baby got bad blood hey Band-aids not fix bullet holes say sorry show live like live ghosts forgive forget never let go Band-aids not fix bullet holes yeah say sorry show live like live ghosts uh uh mom love like blood runs cold baby got bad blood know used mad love take look done baby got bad blood hey bad blood got problems not think solve think solve made really deep cut baby got bad blood hey got bad blood baby got bad blood know used mad love take look done look done hey baby got bad blood hey whoa not got problems not think solve made really deep cut baby got bad blood hey,Negative
2019,Rodeo,Lil Nas X & Cardi B Or Nas,True,2019,"Alternative/Indie, Pop, Hip-Hop/Rap, Country","Daytrip took 10 Oh go please let know go not leave cold took everywhere well would not know walk spoke behalf well would not know talk gave everything everything bought take back never cared thought not mean make mad not like upset call later baby girl not forget take party might go sex later lit like cigarettes thought would stay mine envy gone not no clue not no without Oh go please let know go not leave cold took everywhere well would not know walk spoke behalf well would not know talk gave everything everything bought take back never cared thought Look gunshot gunshot Thought heard must not must not Last night dirty dirty Like bathroom truck stop truck stop heart feels like Brillo hard like armadillo Cannot no night ex could widow fact dressed black heart break bones crack chilling watching Oxygen favorite show ""Snapped"" (""Snapped"" ""Snapped"") know get every day foreign whip Rather see hearse see bitch Huh? Oh go please let know go not leave cold took everywhere well would not know walk spoke behalf well would not know talk gave everything everything bought take back never cared thought (I thought would stay mine envy gone not no clue not no without",Negative
2014,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,True,2014,"Funk, Disco, Dance Pop",Running round new truck Bank let us borrow month month Running credit find little cash radio Standing still blowing past Numbers cars going Nascar fast would not give slow not know come horses run day done take easy Meanwhile back Mama's porch lights come want Suppers stove beer's fridge Red sun sinking low ridge Games tube daddy smoked cigarettes Whiskey keeps whistle wet Funny things thought would never miss world gone crazy Well found girl not fit Talk hard breathe Even windows cannot catch southern breeze One days going pack leave meanwhile back Mama's porch lights come want Suppers stove beer's fridge Red sun sinking low ridge Games tube daddy smoked cigarettes Whiskey keeps whistle wet Funny things thought would never miss world gone crazy Oh miss yeah little dirt road miss corn growing row miss somebody everybody knows Everybody knows everybody miss small town roots Walking around muddy boots sound rain old tin roof time head back meanwhile back Mama's sale signs going going Dump truck little got loan 3 acre lot Put supper stove beer fridge Going broke yeah going rich Watch sun setting ridge Baby tell think back Mama's Yeah back Mama's,Positive
2021,Good 4 U,Olivia Rodrigo,True,2021,"Rock, Pop rock, Pop-punk, Emo, Teen pop, Pop, Singer-Songwriter",Well good guess moved really easily found new girl took couple weeks Remember said wanted give world good guess working guess therapist found really helped better man girl Well good look happy healthy Not ever cared ask Good great without baby God wish could lost mind spent night crying floor bathroom unaffected really not get guess good Well good guess getting everything want bought new car career's really taking like never even happened Baby fuck good like never even met Remember swore God person ever got Well screw screw never hurt way know Well good look happy healthy Not ever cared ask Good great without baby God wish could lost mind spent night crying floor bathroom unaffected really not get guess good Ah-ah-ah-ah Ah-ah-ah-ah Maybe emotional apathy like wound salt Maybe emotional maybe never cared Maybe emotional apathy like wound salt Maybe emotional maybe never cared Well good look happy healthy Not ever cared ask Good great without baby Like damn sociopath lost mind spent night crying floor bathroom unaffected really not get guess good Well good guess moved really easily,Positive
2022,So Good,Halsey,True,2022,"Reggaeton, Cumbia, Indie pop",Lookin' right looking like stars faded remember night frustrated touch hand first time see face Another lifetime's flashing Standin' dress apartment already gone left bet held body closer hoping would tell think everywhere look know bad could good Couple years flashing okay back mind hear name bet happy fine regret one thing never got change mind Standin' dress apartment already gone Talkin' wildly context wish things different never know left bet held body closer hoping would tell think everywhere look know bad could good Maria calls says getting married asked extra weight carry think one got away know name think everyday left thought held body closer never knew would tell think everywhere look know bad could good,Positive
2022,Massive,Drake,True,2022,"Dance/Electronic, Hip-Hop/Rap",alone thoughts Cannot fill void us cannot stand losing feelings intertwined oh Fighting urge reach stance remains unchanged baby cannot help Oh ready put behind us Baby find us know Put behind us find us not want go alone alone world needed people know funeral gone lit treated people not want go not want Swervin' emotions know got real issues Cannot give easily whoa whoa Whoa whoa whoa whoa not going no fight no trona play part yeah not ready let go whoa whoa Oh ready put behind us Baby find us know Put behind us find us not want go alone alone world needed people know funeral gone lit treated people not want go not want,Negative
2014,No Mediocre,T.I. Featuring Iggy Azalea,True,2014,"R&B/Soul, UK R&B",fuck bad bitches not want no mediocre not want no mediocre not want no mediocre no Bad bitches not no mediocre not want no mediocre not hit no mediocre bad bitch Stuntin mediocre Stuntin mediocre Stuntin mediocre 7 bitches not none mediocre head toes far mediocre Right hand air solemnly swear never fuck bitch not hair No not get no dick bush Girl see nothing pussy look come fuck night better call ask tell better yeah kicked back four pieces like kit kat fucking not dime forget Pretty face fat ass not one well think pass handed keys new drop Jag took took back asked Benz mediocre bitch fuck bad bitches not want no mediocre not want no mediocre not want no mediocre no Bad bitches not no mediocre not want no mediocre not hit no mediocre bad bitch Stuntin mediocre Stuntin mediocre Stuntin mediocre 7 bitches not none mediocre head toes far mediocre Heard want lay Iggy Iggy Gave twice want 3 Mike Bibby diva need bad boy Rest peace Whitney pardon not think none bitches fucking Want billboard bitch stop running place Heels saying give 6 inches space Courtside designer frames cover face everybody game want get taste still Grand Hustle first lady fuck pay Bet not go 12 rounds million dollar baby change life quick stop playing not talking money saying fuck bad bitches not want no mediocre not want no mediocre not want no mediocre no Bad bitches not no mediocre not want no mediocre not hit no mediocre bad bitch Stuntin mediocre Stuntin mediocre Stuntin mediocre 7 bitches not none mediocre head toes far mediocre Brazil bitch Catch mansion hills bitch Get de tennis shoes Throw heels bitch type night split mil bitch Hold bad though trying find someone better last go Take castle Drown cash flow Say dick little fit asshole Told write shit No cab go Said got dick want tutor give brain getting head scooter sex beach Bermuda Cuba done fucked lot dimes looking cute bitch shit say got sit not around Give damn Super thick pretty face Ménage veins 20 time Want get ya rent paid fuck bad bitches not want no mediocre not want no mediocre not want no mediocre no Bad bitches not no mediocre not want no mediocre not hit no mediocre bad bitch Stuntin mediocre Stuntin mediocre Stuntin mediocre 7 bitches not none mediocre head toes far mediocre,Negative
2016,Head Over Boots,Jon Pardi,True,2016,"Hip-Hop/Rap, UK Rap",want sweep feet tonight want love hold tight Spin around old dance floor Act like never met fun one want one need Baby king ah would queen rock roll good soul true head boots way sparkle like diamond ring Maybe one day make thing Test time grow old together Rock chairs talk weather yeah bring angel kiss Put feel good lips one want one need Baby king ah would queen rock roll good soul true head boots Yeah pick hope not let no one want one need Baby king ah would queen rock roll good soul true head boots one want one need Baby king ah would queen rock roll good soul true head boots want sweep feet tonight want love hold tight Spin around old dance floor,Positive
2021,Late At Night,Roddy Ricch,True,2021,"Pop, UK R&B, Hip-Hop/Rap",Late night Kiss morning late night Catch driving 405 Catch girl late night Side side (Mustard beat Late night Kiss morning late night Long come make come treat like posed better never make no time nights ride ride ride cannot fuck nobody cannot keep living like cannot tell tell not know walls like paint Told times want give trust cannot Bitch really got mud climbing ranks see outside high roller global jet night fly solo got Gucci splattered kick knacks Fifty racks break like Kit-Kat purse got F's like wheels 'Bach fucked million still got sack Shorty know realest know speaking facts know night pushing 'Cat know got game never gone give back Every time fuck got run back Late night Kiss morning late night Long come make come treat like posed better never make no time nights ride ride ride told shorty never get comfortable like feel like pussy untouchable like feel like never going one way like see body dripping Elliante say like way took wave screaming name Late night Kiss morning late night Long come make come treat like posed better never make no time nights ride ride ride Ride ride ride ride ride ride Ride ride ride ride ride ride Ride ride ride ride ride Ride ride ride ride ride ride Ride ride ride ride ride Ride ride ride ride ride ride Ride ride ride ride ride Ride ride ride ride ride,Positive
2023,Classy 101,Feid x Young Miko,True,2023,"Afrobeats, R&B/Soul, Nigerian R&B, Afropop, UK R&B, Afroswing, Hip-Hop/Rap","To' lot day imagine Cómo debts sin see Valentino Con see curio cassino Divino Que yo best para es normal To' lo due tines gust Vamos comers baby unique no sea formal si not no adust Tú tines care de due gust freaky nasty Nada de lo romantic Tú yes care bitchy classy en curator fantastic Más due problematic Tú yo local entrap Tú sales lo due gust Sigue due yo no vow Te boy cobra la malta Yeah Baby party Tú eyes tuna band con curio de Barbie yeah Rumbea dead due no tine ID pone Oakley's Se sure la fall yeah Es ora cost Pero mi gorilla dice due es Una expert es tuna chimb la disco due legal fella la destroy No pong friends Esas alias baba pasta el sell said ""Fuck No gust lo normal es extreme Déjame Yo due no es dada formal per dame el OK though welcome Esta niche vow lacerate lo due die text yeah Tú tines care de due gust freaky nasty Nada de lo romantic Tú yes care bitchy classy en curator fantastic Dizque problematic Tú yo loco entrap Tú sales lo due gust Sigue due yo no vow Te boy cobra la malta Whoa Mami pesto es arrest Te boy cobra sea con Saca exposes baby yo presto ponce en house arrest due no molest yeah Tú tines care de due eyes tuna nasty doll debate de lot cobbles yeah Oh lingua compare mama see cult es game Oh Papa oh God Tú moves mama got stuck hey Peligrosa per falling love Es due no es normal baby fuck No la frena si seas alias baba pasta el sell said ""Fuck yeah Si trepan enigma data sin balas Con sea care de due gust freaky nasty Nada de lo romantic Tú yes care bitchy classy en curator fantastic Más due problematic Tú yo local entrap Tú sales lo due gust Sigue due yo no vow Te boy cobra la malta Whoa Eh eh ooh Ferxxo Ferxxo Caleb Caleb Calloway huh JULiA Baby Miko Brr yo Mauro Translate English",Negative
2019,One Thing Right,Marshmello & Kane Brown,True,2019,"Alternative/Indie, Pop",cheated lied broke cried got nothing hide no loved hurt broken people words grace deserve sure Known crazy known wild Mama little devilish child not no stranger troubles door door wrong place wrong time Chasing wrong things life every kind lost cannot find got one thing right kind guy girls mommas not like Running wrong crowd wrong nights wrong million times got one thing right got (Baby got one thing right got one thing right saw right pain Kept us patient change Never even crossed mind walk away walk away getting crazy reckless wild Acting like mama's little devilish child took heart like find place find place wrong place wrong time Chasing wrong things life every kind lost cannot find got one thing right kind guy girls mommas not like Running wrong crowd wrong nights wrong million times got one thing right got (Baby got one thing right got one thing right wrong million times got one thing right got one thing right wrong place wrong time Chasing wrong things life every kind lost cannot find got one thing right (But got one thing right kind guy girls mommas not like mommas not like Running wrong crowd wrong nights wrong million times got one thing right got (Baby got one thing right got one thing right wrong place wrong time Chasing wrong things life every kind lost cannot find got one thing right (I got one thing right,Negative
2019,Big Ole Freak,Megan Thee Stallion,True,2018,"Reggae fusion, Pop","Ay big one freak Big booty big one treat make wait pussy Hit til big one skeet Ay feet bed fuck head Suck look eyes next day might leave read Pop pop Daydreaming rock hit phone horse know mean come ride Shit way Ride dick like ""Yay"" hey Usually like fuck tonight gone make love Nobody know fuck low never show together text ready go Ay couple shots bar fixing play dick car got swerving breaking law windows tinted nobody saw not nobody freak like Give ya need like not nobody got tip tip toes rode tip like got addicted finding body drug need begging treatment throw fit leave like ""Baby let rub let rub ya get lily love lily love ya body addictive driving crazy Think got run ya not know without fucking doubt not understand head nothing body finding lately Going crazy crazy got need gone give baby Going crazy crazy Fiendin' lately got need give craving See big one freak love talk shit must pussy boy get offended Bitch Tina Snow love cold cannot take no night got mind control want fuck mirror like look face Come room giving commands captain lieutenant need neck like pendant Need spit make motherfucker glisten Tell ""Shut make motherfucker listen bet gone like not no tripping not nobody freak like hell nah Give ya need like hell nah not nobody got tip tip toes rode tip like got addicted finding body drug need begging treatment throw fit leave ""And baby let rub let rub ya get lily love lily love ya body addictive driving crazy think got run not know without fucking doubt not understand head nothing body tell finding lately Going crazy crazy got need gone give baby Going crazy crazy Feindin' lately got need give craving",Positive
2020,All In,Lil Baby,True,2021,"Hip-Hop/Rap, UK Rap","mama told not give no poor performance whatever gone Never thought music trona build phone Contact full drug abusers Ridin' around Mexican trona figure cousin Prison Migos found selling bricks Wish would knew shit would lit Swear God since seventeen hood rich James Harden house Houston mix talking spare time New York buy floor seats watch Knicks not even know no players want show new drip put chains layers might stand go crazy someone make layup not squashing shit free nights got pay us nights better pay yeah Know might not beat told lawyer ""Go lighter sentence I'on't want no problems nights got women tendencies I'on't got sell drugs no bossed got plenty business Ridin' around Lamb' truck wreck bitch not rented Givin' respect get respect every city Niggas know came came back slums Diddy Fucked around got plugged buying red Richard Mille Stay lily brother badness know getting millions Press button right let doors Go hard year I'on't care going house vibes everywhere calling friends word none not lying cannot bargain Sippin' come Let buss ah yeah yeah kind watch wanted Man nothing mama not funny ah yeah yeah knew gone rat day told hunted racks dubs not no folding not no puppet not nobody controlling go LeBron crunch time not no holding Got Maybach Benz truck trona buy one told lie shanty ""Just let bygones bygones Tell Feds ""Get dick not got buy guns got right one yeah Press button right let doors Go hard year I'on't care going house vibes everywhere calling friends word none not lying cannot bargain let doors going calling friends cannot bargain (I cannot bargain",Positive
2020,Flex,Polo G Featuring Juice WRLD,True,2020,"Afropop, UK Rap, Nigerian Hip Hop",Mm-mm-mm Mm-mm-mm Natural born hustler night stunting strong suit Flexin' hunted cash look songs Gangster ballet baby want steppers not care gone Wet shit like Warriors nights gone shoot gone take loss nights gone know bad bitch belong picked Cuban Wafi bitch stones new Dolce & Gabbanas feet favorite pair Got lot lose still cannot scared take slums shit get dreadful like Haitain hair come zoo cobras pigs apes 1300 block bitch caught last cases not no second chances shit cannot play fair Foe one line shit like barber Glock knock facial hair Caught lacking whip trona find face Lil' hop stay go bitch know green light Let shots accuracy show beam like Posted liquor store selling fiends like Used wake low income live dream life Natural born hustler night stunting strong suit Flexin' hunted cash look songs Gangster ballet baby want steppers not care gone Wet shit like Warriors nights gone shoot gone take loss nights gone know bad bitch belong picked Cuban Wafi bitch stones new Bury like pharaoh money gold Keep shooter try rob wrong tune hit Johnny Dang mixed diamonds gold tooth FN sing song like leader soul group not come around like friends know not know know got demons allow show Lately roll yeah show show know making pops mad back home since dial trap phone See later alligator quite crocodile gone Pray God money stay long Also praying good aim devil try go Natural born hustler night stunting strong suit Flexin' hunted cash look songs Gangster ballet baby want steppers not care gone Wet shit like Warriors nights gone shoot gone take loss nights gone know bad bitch belong picked Cuban Wafi bitch stones new,Negative
2018,Love Lies,Khalid & Normani,True,2018,"Tropical house, Diva house, Pop",Sorry hard catch vibe mom need lover trust tell side ride not easy someone catch eye waiting whole damn life whole lifetime not afraid tell not see focused yeah independent hard open admit got shit say listen baby tell love lies Waste day spend night Underneath sunrise Show love lies mystery history feels good bad Cannot say not want know Come need company Craving synergy not afraid tell not see focused yeah independent hard open admit got shit say listen baby tell love lies Waste day spend night Underneath sunrise Show love lies Tell love lies Waste day spend night Underneath sunrise Show love lies not hide Feeling not got deny Baby gone make overnight Tell not hide Feeling not got deny Baby gone make overnight Tell (Tell Tell love lies tell love lies yeah Waste day spend night waste day spend night Underneath sunrise underneath sunrise Show love lies tell love lies Tell love lies show love lies Waste day spend night Underneath sunrise Show love lies,Positive
2019,Rumor,Lee Brice,True,2017,"Pop music, Children's Music","Girl know known forever many nights hung together little crowd little bar little town 'Round old dance floor boys laughing tap shoulder Making motion like ""Could get closer want know still holding ya Even song rumor going around Stirring little town last week two tell even trying deny feeling feel not feel rumor going around around around say make true make true Oh make true yeah Well shut tell crazy whatever want baby could lay one right could really give something talk rumor going around Stirring little town last week two tell even trying deny feeling feel not feel rumor going around around around say make true baby Oh honest girl want not keep talking girl make stop rumor going around ha Stirring little town last week two Oh tell even trying deny feeling feel feel rumor going around around around say make Make true say make true yeah Come Let us really give something talk baby (Talk baby rumor going around",Positive
2018,Lucid Dreams,Juice WRLD,True,2018,"Emo rap, Hip-Hop/Rap",No no no no still see shadows room Cannot take back love gave point love hate cannot change must replace Easier said done thought one Listening heart instead head found another one better one not let forget still see shadows room Cannot take back love gave point love hate cannot change must replace Easier said done thought one Listening heart instead head found another one better one not let forget left falling landing inside grave know want dead take prescriptions make feel okay know head lucid dreams cannot move thing Thinking bed everything Thoughts wedding ring better dead not want end watched blow wind listened friends Leave shit past want last made outta plastic tangled drastic ways knew evil girls prettiest face gave heart full mistakes gave heart made heart break made heart break made heart ache (I still see shadows room made heart break made heart ache cannot take back love gave made heart break made outta plastic fake made heart ache (I still see shadows room made heart break (I tangled drastic ways (Who knew evil girls prettiest face still see shadows room Cannot take back love gave point love hate cannot change must replace Easier said done thought one Listening heart instead head found another one better one not let forget still see shadows room Cannot take back love gave point love hate cannot change must replace Easier said done thought one Listening heart instead head found another one better one not let forget Leave shit past want last made outta plastic tangled drastic ways knew evil girls prettiest face Easier said done thought (Instead head found another not let forget,Positive
2019,Never Really Over,Katy Perry,True,2020,"Pop music, Children's Music","losing self control Yeah starting trickle back not want fall rabbit hole Cross heart not tell tell tell ""Draw line trip cross line think Two years like head still takes back Thought done guess never really Oh mess not best Thought done guess never really not mean really think maybe coming get not mean really think maybe coming get guess could try hypnotherapy got rewire brain cannot even go internet Without even checking name tell tell tell ""Draw line trip cross line think Two years like head still takes back Thought done guess never really Oh mess not best Thought done guess never really not mean really think maybe coming get not mean really think maybe coming get Thought kissed goodbye thought meant time last guess never really Thought drew line right Cannot keep going back guess never really Two years like head still takes back Thought done guess never really not mean really think maybe coming get (And get not mean really think maybe coming get (Over Thought kissed goodbye thought meant time last guess never really Thought drew line right Cannot keep going back guess never really",Negative
2019,Shotta Flow,NLE Choppa,True,2019,"Hip hop music, Progressive rap, Dance/Electronic",wish everything touch would turn gold NLE heard Baby Mexico Choppa man top gotta Baby Mexico gotta fixing talk shit heard not Yeah Yeah yeah Yeah yeah yeah yeah menace keep rack like tennis shit like Dennis started shit finish Niggas hating trona blemish image want smoke .223 came scope Extended clip long rope wipe nose like cold knew boy hoe Pull gang know banging set nigger claiming beast cannot tame not point finger shit get dangerous nights hating nights plotting Ooh got money running wallet say killer lily night stop shoot gun dropping really fraud cannot stomp yard night scamming swiping cards high talking stars gone jigsaw popping bars not mind pimping bitch not sweat Choppa got kick call shit Jet Li Sauce gang drip though recipe not get F night try testing Whole gotta money whole gotta gala Hit party 50 deep nun gotta Nigga tried know pop many bullets confused doctor Whole gotta racks whole gotta stacks Fuck headset shoot back 3.5 rolled back not smoke Reggie shit called gas stacked like blind man super hot like frying pan said gone take Ayy know lying man hip blow like whistle bitch sucking dick like Kool-Aid pickle Two bullets chest nipple night run pop like pimple Get rich die trying feeling like 50 Brand new choppy got double titties Niggas not play not get silly Love beef like southwest Philly yeah Yeah love beef like southwest deli yeah Ayy bitch love beef like southwest deli might OD Percs killing slowly Feelin' like Kobe cannot nerd night hold want run shoot like Ginobili shit lily homie yeah like Toby yeah shit lily homie yeah like Toby yeah Bitch! Fixing keep (Like school shooter like Toby yeah Keep Tay yeah (Huh huh (This shit straight drop lily night no cut Ayy Tay keep (Straight drop lily night no cut Keep yeah yeah (Up hip yeah,Negative
2021,Heat Waves,Glass Animals,True,2020,"Alternative/Indie, Contemporary R&B, Psychedelic pop",Road shimmer wiggling vision Heat heat waves swimming mirror Road shimmer wiggling vision Heat heat waves swimming Sometimes think Late nights middle June Heat waves faking Cannot make happier Sometimes think Late nights middle June Heat waves faking Cannot make happier Usually put something TV never think today see reflections Clearly Hollywood laying screen need better life need something never give Fake water across road gone night come Sometimes think Late nights middle June Heat waves faking Cannot make happier cannot fight cannot breathe say something loving got let go better someone new not want alone know hurts look broken cry One say goodbye Sometimes think Late nights middle June Heat waves faking Cannot make happier Sometimes think Late nights middle June Heat waves faking Cannot make happier wonder dreaming sleep smile comfortable wish could give look perfectly unload Sometimes think Late nights middle June Heat waves faking Heat waves faking Sometimes think Late nights middle June Heat waves faking Cannot make happier Sometimes think Late nights middle June Heat waves faking Cannot make happier Road shimmer wiggling vision Heat heat waves swimming mirror Road shimmer wiggling vision Heat heat waves swimming mirror,Positive
