Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre,Label
2020,Like That,Doja Cat Featuring Gucci Mane,True,"… Cállate, Mike Crook
Burr, burr
Gucci (Don't stop)
Doja, Gato
Yeah (Don't stop)
… Tha-tha-tha-tha-tha-that's my shit
That's my wave
Do it like that and I'll repay it
Don't be scared, I ain't afraid
… Just like that, come my way
That's my shit, that's my wave
Do it like that and I'll repay it
Don't be scared, I ain't afraid
Just like that, come my way
… Yeah
I said, do that, do that, baby, all night long
And I'ma turn off all my phones
You know I hate it when I'm left on read
But he make it all up in the bed
… And he take me out, dinin' on nothin' but the best
He got Off-White on right, damn, he can dress
Makin' plans from the East, makin' bands in the West
Rockstar, Black Beatle type, bands on his bread
… And baby, I want it, and I'll just be honest
'Cause I just can't front when I look at you
Just keep it one hundred, when I throw these hundreds
I hope that your ass gon' know what to do
… Tha-tha-tha-tha-tha-that's my shit
That's my wave
Do it like that and I'll repay it
Don't be scared, I ain't afraid
Just like that, come my way
… That's my shit, that's my wave
Do it like that and I'll repay it (Huh?)
Don't be scared, I ain't afraid (Wop)
Just like that, come my way
… Gucci El Dorado, we in Rome, I'm a model (Rome)
Gucci Mane and Doja Cat, call me El Gato (Gato)
I'm the big boss and I got big bread (Yeah)
I'm gettin' big-headed and I like good head (Shh)
… I'm not cheap, baby, and I'm sure not selfish (No)
Shakin' like Elvis, damn near broke my pelvis (Sheesh)
Jumpin' off the top rope, got 'em tag teamin' (Tag)
Putting on a show, I got the whole crowd screamin'
… Bougie with the bread, I'll knock a top-notch freak (Freak)
Act like I'm a treat when a dog see me (Rr)
Like a thief in the night, just like she stole my green
Got me walkin' off the scene like a hole in my jeans (Damn, Gucci)
… Tha-tha-tha-tha-tha-tha-that's my shit
That's my wave (Yeah)
Do it like that and I'll repay it (Huh?)
Don't be scared, I ain't afraid (Huh?)
Just like that, come my way (Brrt)
… That's my shit, that's my wave
Do it like that and I'll repay it
Don't be scared, I ain't afraid
Just like that, come my way
… Said I like it
I like it
I like it
I like it like that
Said I like it
… I like it (Ooh)
I like it
I like it like that
Tha-tha-tha-tha-tha-that's my shit",2019,"Hip hop music, Contemporary R&B, R&B/Soul",Positive
2020,Be Kind,Marshmello & Halsey,True,"Wanna believe, wanna believe
That you don't have a bad bone in your body
But the bruises on your ego make you go wild, wild, wild, yeah
Wanna believe, wanna believe
That even when you're stone cold, you're sorry
Tell me why you gotta be so out of your mind, yeah
I know you're chokin' on your fears
Already told you I'm right here
I will stay by your side every night
I don't know why you hide from the one
And close your eyes to the one
Mess up and lie to the one that you love
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah
I know you need, I know you need
The upper hand even when we aren't fighting
'Cause in the past, you had to prepare every time, yeah
Don't wanna leave, don't wanna leave
But if you're gonna fight then do it for me
I know you're built to love, but broken now, so just try, yeah
I know you're chokin' on your fears
Already told you, I'm right here
I will stay by your side every night
I don't know why you hide from the one
And close your eyes to the one
Mess up and lie to the one that you love
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah
I know it's hard for you, but it's not fair
Going sick in the head tryna get you there
And I know it's hard for you, but it's not fair
It's not fair
I don't know why you hide from the one
And close your eyes to the one
Mess up and lie to the one that you love
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah
Ah
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah",2020,"Reggae fusion, Pop",Positive
2020,Snow On Tha Bluff,J. Cole,True,"Niggas be thinkin' I'm deep, intelligent, fooled by my college degree
My IQ is average, there's a young lady out there, she way smarter than me
I scrolled through her timeline in these wild times, and I started to read
She mad at these crackers, she mad at these capitalists, mad at these murder police
She mad at my niggas, she mad at our ignorance, she wear her heart on her sleeve
She mad at the celebrities, lowkey I be thinkin' she talkin' 'bout me
Now I ain't no dummy to think I'm above criticism
So when I see something that's valid, I listen
But shit, it's something about the queen tone that's botherin' me
She strike me as somebody blessed enough to grow up in conscious environment
With parents that know 'bout the struggle for liberation and in turn they provide her with
A perspective and awareness of the system and unfairness that afflicts 'em
And the clearest understandin' of what we gotta do to get free
And the frustration that fills her words seems to come from the fact that most people don't see
Just 'cause you woke and I'm not, that shit ain't no reason to talk like you better than me
How you gon' lead?
When you attackin' the very same niggas that really do need the shit that you sayin'?
Instead of conveying you holier, come help get us up to speed
Shit, it's a reason it took like two hundred years for our ancestors just to get freed
These shackles be lockin' the mental way more than the physical
I look at freedom like trees, can't grow a forest like overnight
Hit the ghetto and slowly start plantin' your seeds
Fuck is the point of you preaching your message to those that already believe what you believe?
I'm on some ""Fuck a retweet, "" most people is sheep
You got all the answers but how you gon' reach?
If I could make one more suggestion respectfully
I would say it's more effective to treat people like children
Understandin' the time and love and patience that's needed to grow
This change is inevitable but ain't none of us seen this before
Therefore we just gotta learn everything as we go
I struggle with thoughts on the daily
Feel like a slave that somehow done saved enough coins to buy his way up outta slavery
Thinkin' just maybe, in my pursuit to make life so much better for me and my babies
I done betrayed the very same people that look at me like I'm some kind of a hero
Because of the zeros that's next to the commas
But look here, I promise I'm not who you think
Ran into this nigga outside of the store yesterday
He said something that had me like, ""Wait""
He was like ""Cole, 'preciate what you been doin', my nigga, that's real""
But damn, why I feel faker than Snow on Tha Bluff?
Well maybe 'cause deep down I know I ain't doing enough
The sun is shinin' today
The sun is shinin' today
The sun is shinin' today
Can you walk with me?
I hope we'll find the reason why we often sob, go on cry
Painful memories fuck up the vibe
Though I be tryna let the time heal my mind
I was once a child, I've gotten older
Still, I know I'm just a boy in God's eyes
Fill me up with wisdom and some courage
Plus endurance to survive, help mine thrive",2020,"Trap music, Latin Urbano, R&B/Soul, Afroswing, Hip-Hop/Rap, Dembow",Positive
2020,Rain On Me,Lady Gaga & Ariana Grande,True,"I didn't ask for a free ride
I only asked you to show me a real good time
I never asked for the rainfall
At least I showed up, you showed me nothing at all
It's coming down on me
Water like misery
It's coming down on me
I'm ready, rain on me
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me, rain, rain
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me
Rain on me
Mmh, oh yeah, baby
Rain on me
Livin' in a world where no one's innocent
Oh, but at least we try, mmh
Gotta live my truth, not keep it bottled in
So I don't lose my mind, baby, yeah
I can feel it on my skin (It's coming down on me)
Teardrops on my face (Water like misery)
Let it wash away my sins (It's coming down on me)
Let it wash away, yeah
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me, rain, rain
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain (Rain) on (On) me
Rain on me
Rain on me
Oh yeah, yeah
Rain on me, ooh yeah
Rain on me
Rain on me, ooh
Hands up to the sky
I'll be your galaxy
I'm about to fly
Rain on me, tsunami
Hands up to the sky
I'll be your galaxy
I'm about to fly
Rain on me (Rain on me)
I'd rather be dry, but at least I'm alive (Rain on me)
Rain on me, rain, rain
Rain on me, rain, rain (Rain on me)
I'd rather be dry, but at least I'm alive (At least I'm alive)
Rain on me, rain, rain (Rain on me)
Rain on me (Rain on me)
I hear the thunder coming down
Won't you rain on me?
Eh, eh, yeah (Rain on, woo)
I hear the thunder coming down
Won't you rain on me?
Eh, eh, yeah
Rain on me",2019,"Soft rock, Downtempo, Pop",Positive
2020,The Bigger Picture,Lil Baby,True,"Protests and growing national outcry continues
Over the death of George Floyd
Last night, people protesting in Minneapolis escalated
As demonstrators were lashed by tear gas and rubber bullets
The main message here, the main message here, the main message here
Is that they want to see those officers involved
They want to see those officers arrested
Officers arrested
(I can't breathe, I can't breathe)
Trade my 4 x 4 for a G63, ain't no more free Lil Steve
I gave 'em chance and chance and chance again
I even done told them please
I find it crazy the police'll shoot you and know that you dead
But still tell you to freeze
Fucked up, I seen what I seen
I guess that mean hold him down if he say he can't breathe
It's too many mothers that's grieving
They killing us for no reason
Been going on for too long to get even
Throw us in cages like dogs and hyenas
I went to court and they sent me to prison
My mama was crushed when they said I can't leave
First I was drunk, then I sobered up quick
When I heard all that time that they gave to Taleeb
He got a life sentence plus
We just some products of our environment
How the fuck they gon' blame us?
You can't fight fire with fire
I know, but at least we can turn up the flames some
Every colored person ain't dumb and all whites not racist
I be judging by the mind and heart, I ain't really into faces
Fucked up, the way that we livin' is not getting better
You gotta know how to survive
Crazy, I had to tell all of my loved ones
To carry a gun when they going outside
Stare in the mirror whenever you drive
Overprotective, go crazy for mine
You gotta pay attention to the signs
Seem like the blind following the blind
Thinking 'bout everything that's going on
I boost security up at my home
I'm with my kind if they right or they wrong
I call him now, he'll pick up the phone
And it's five in the morning, he waking up on it
Tell 'em wherever I'm at, then they comin'
I see blue lights, I get scared and start runnin'
That shit be crazy, they 'posed to protect us
Throw us in handcuffs and arrest us
While they go home at night, that shit messed up
Knowing we needed help, they neglect us
Wondering who gon' make them respect us
I can see in your eye that you fed up
Fuck around, got my shot, I won't let up
They know that we a problem together
They know that we can storm any weather
It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear
Fuck it, I'm goin' on the front line
He gon' bust your ass if you come past that gun line
You know when the storm go away, then the sun shine
You gotta put your head in the game when it's crunch time
I want all my sons to grow up to be monsters
I want all my daughters to show out in public
Seems like we losing our country
But we gotta stand up for something, so this what it comes to
Every video I see on my conscience
I got power, now I gotta say somethin'
Corrupted police been the problem where I'm from
But I'd be lying if I said it was all of them
I ain't do this for the trend, I don't follow them
Altercations with the law, had a lot of them
People speaking for the people, I'm proud of them
Stick together, we can get it up out of them
I can't lie like I don't rap about killing and dope
But I'm telling my youngins to vote
I did what I did 'cause I didn't have no choice or no hope
I was forced to just jump in and go
This bullshit is all that we know, but it's time for a change
Got time to be serious, no time for no games
We ain't takin' no more, let us go from them chains
God bless they souls, every one of them names
It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear
They trainin' officers to kill us
Then shootin' protestors with these rubber bullets
They regular people, I know that they feel it
These scars too deep to heal us
What happened to COVID? Nobody remember
It ain't makin' sense, I'm just here to vent
It happen to one of your people, it's different
We get it, the system is wicked, just learn how to pick it
Knowledge is power, I swear I'm a witness, I know that I'm gifted
I won't go too deep 'cause I'm scared they'll get me
Ain't scared to admit it, some shit I can't mention
It's people who can, well, here's the chance
I won't take the stand, but I'll take a stand for what I believe
Must not be breathing the air that I breathe
You know that the way that I bleed, you can bleed
I never been a fan of police
But my neighborhood know I try to keep peace
So it's only right that I get in the streets
March for a reason, not just on GP
Our people died for us to be free
Fuck do you mean? This was a dream
Now we got the power that we need to have
They don't want us with it and that's why they mad, yeah
It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear
It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear",2020,"Pop music, Disco, Pop rap, R&B/Soul",Negative
2020,I Love My Country,Florida Georgia Line,True,"Yeah, baby
Out here ain't nothing but woods and water
Drop a deer from a stand, catch a fish with a bobber
Drink a beer out the can, liquor out the bottle
How the good Lord intended it, yes he did
I love my country
I love my country
Six strings and fiddles
Whiskey from Kentucky
We keep it funky
We like how it sounds
Monday to Sunday
Yeah, I love my country
I'm loud and proud
Rolling into town
Hanging out the window
Like a blue tick hound
Ain't sorry, ain't nothing to be sorry about
I love my country and I love my country
Up loud
Woo-ooh-ooh
Barbecue, steak fries
Styrofoam plate date night
George Strait singing greats while
We turning up, sitting lake-side
That pedal steel, she straight sliding
Over here, to me she do that
Alabama shake, like you ain't ever seen
I love my country
I love my country
Six strings and fiddles
Whiskey from Kentucky
We keep it funky
We like how it sounds
Monday to Sunday
Yeah, I love my country
I'm loud and proud
Rolling into town
Hanging out the window
Like a blue tick hound
Ain't sorry, ain't nothing to be sorry about
I love my country, and I love my country
Up loud
I love my country up loud
I'm talking way up loud
I like pop, and rock, and rap, I like Skynyrd
And going out downtown when I'm with her
Like driving too fast down a 4-lane road
But damn sure nowhere close to the way that
I love my country
I love my country
Six strings and fiddles
Whiskey from Kentucky
We keep it funky
We like how it sounds
Monday to Sunday
Yeah, I love my country
I'm loud and proud
Rolling into town
Hanging out the window
Like a blue tick hound
Ain't sorry, ain't nothing to be sorry about
I love my country, and I love my country
Up loud
Yeah, baby
(Woo-ooh-ooh)
I love my country up loud
Yeah, way up loud
That's a country-ass lick right there, boy",2020,"Trap music, Latin Urbano, R&B/Soul, Afroswing, Hip-Hop/Rap, Dembow",Positive
2020,Yo Perreo Sola,Bad Bunny,True,"Ante' tú me pichaba' (tú me pichaba')
Ahora yo picheo (mmh, nah)
Antes tú no quería' (no quería')
Ahora yo no quiero (mmh, no)
Ante' tú me pichaba'
Ahora yo picheo (ja, ja)
Antes tú no quería' (ey)
Ahora yo no quiero, no, tranqui
Yo perreo sola (hmm, ey)
Yo perreo sola (perreo sola, ja, ja, mmh-mmh)
Yo perreo sola (ja, ja, mmh, ey)
Yo perreo sola (perreo sola)
Okay, okay, ey, ey, ey
Que ningún baboso se le pegue (¡no!)
La disco se prende cuando ella llegue (¡wuh!)
A los hombres los tienes de hobby
Una malcriá como Nairobi (¡ja, ja!)
Y tú la ve' bebiendo de la botella
Los nene' y las nena' quieren con ella
Tiene má' de veinte, me enseñó la cédula (ajá)
Ey, del amor e'una incrédula (¡wuh!)
Ella está soltera antes que se pusiera de moda (¡ey!)
No cree en amor desde ""Amorfoda"" (¡no!)
El DJ la pone y se las sabe todas
Se trepa en la mesa y que se jodan (¡wuh!)
En el perreo no se quita (¡no!)
Fuma y se pone bellaquita
Te llama si te necesita
Pero por ahora está solita
Ella perrea sola (ey, ey, ey, ey, ey), ey
Ella perrea sola (perrea sola, ella perrea sola, sola, sola), ey
Ella perrea sola (ey, ey, ey, ey, ey, ey)
Ella perrea sola (ella perrea sola, ella perrea sola)
Tiene una amiga problemática
Y otra que casi ni habla
Pero las tre' son una' diabla' (prr)
Y hoy se puso minifalda
Los phillie' en las Louis Vuitton los guarda
Y me dice papi (papi, sí; yes, yes)
Ta bien dura como Natti (ah)
Borracha y loca, a ella no le importa (¡wuh!)
Vamo' a perrear, la vida es corta, ey (¡wuh!)
Y me dice, papi (papi, sí; yes, yes)
Ta bien dura como Natti (ah)
Despué' de las 12:00 no se comporta (ey)
Vamo' a perrear, la vida e'corta (¡wuh!)
Ante' tú me pichaba' (tú me pichaba')
Ahora yo picheo (hmm, nah; loco)
Ante' tú no quería' (¿pero cuándo yo dije eso?)
Ahora yo no quiero (pero, pero; no)
Ante' tú me pichaba' (nah)
Ahora yo picheo (yo nunca te he pichao, mami)
Ante' tú no quería' (ay, Dio'; ey)
Ahora yo no quiero, no, tranqui
Yo perreo sola (mmh, ey)
Yo perreo sola (perreo sola, ja, ja, mmh-mmh)
Yo perreo sola (ja, ja, mmh, ey)
Yo perreo sola (perreo sola)
Translate to English",2020,"R&B/Soul, Afroswing, Hip-Hop/Rap, Afrobeats",Negative
2020,Stuck With U,Ariana Grande & Justin Bieber,True,"Mmm
Hey, yeah
(That's just for fun)
(What?)
I'm not one to stick around
One strike and you're out, baby
Don't care if I sound crazy
But you never let me down, no, no
That's why when the sun's up, I'm stayin'
Still layin' in your bed, singin'
Ooh, ooh, ooh, ooh
Got all this time on my hands
Might as well cancel our plans, yeah
I could stay here for a lifetime
So lock the door
And throw out the key
Can't fight this no more
It's just you and me
And there's nothing I, nothing I, I can do
I'm stuck with you, stuck with you, stuck with you
So go ahead and drive me insane
Baby, run your mouth
I still wouldn't change being stuck with you
Stuck with you, stuck with you
I'm stuck with you, stuck with you, stuck with you, baby
There's nowhere we need to be
No, no, no
I'ma get to know you better
Kinda hope we're here forever
There's nobody on these streets
If you told me that the world's ending
Ain't no other way that I could spend it
Oh, oh, oh, oh
Got all this time in my hands
Might as well cancel our plans (yeah)
I could stay here forever
So lock the door
And throw out the key
Can't fight this no more
It's just you and me
And there's nothing I, nothing I, I can do
I'm stuck with you, stuck with you, stuck with you
So go ahead and drive me insane
Baby, run your mouth
I still wouldn't change being stuck with you
Stuck with you, stuck with you
I'm stuck with you, stuck with you, stuck with you
Whoa, whoa, oh
Baby, come take all my time
Go on, make me lose my mind
We got all that we need here tonight
I lock the door (lock the door)
And throw out the key
Can't fight this no more (can't fight this no more)
It's just you and me
And there's nothing I, nothing I'd rather do
I'm stuck with you, stuck with you, stuck with you
So go ahead and drive me insane
Baby, run your mouth
I still wouldn't change
All this lovin' you, hatin' you, wantin' you
I'm stuck with you, stuck with you, stuck with
You, you
Stuck with you, stuck with you, stuck with you",2020,"Latin Urbano, Dance/Electronic, Pop, UK R&B",Negative
2020,Emotionally Scarred,Lil Baby,True,"A love letter came through the mail, it said, ""I miss you""
I ripped it up and flushed with the tissue, try to forget you
I ain't got nothing against you, we human, we all got issues
But I'm tired of being tired of being tired
That part of me done died
I see it, then I don't, act like I'm blind
I'm confident it won't be one of mine
I know emotions come with lies, so I tell the truth all the time
Ain't got no sympathy for no bitch
I admit that I'm rich and I'm lit
Jumpin' up on stages, I get two hundred an occasion
Bro had really fucked the game up, we made niggas shut they trap down
They see how I made it, I'm the reason they won't rap now
See me out in traffic, make a hater pull his hat down
The biggest OG's salute me, a stylist can't even style me
The robbers probably wanna get me, I'm hoppin' out Lamborghinis
The youngins turn in my city, they try me, I get it cracking
Some of this still would happen if I never had started rapping
My people them steady trapping, and they still be getting active
I tell 'em to chill, I'm tryna run up these M's
Paid cash, and then he post the crib (nah)
I can't show nobody where my mama live, that's how I 'posed to feel
My niece just asked me were my diamonds real, I said, ""Of course""
I just played the hand that I was dealt, didn't have to force
All around the world they know it's me, they hear my voice
And I done it all in a pair of Diors, yeah
Young age, learned how to get paid (we gon' get the money)
Big stage, long way from section 8 (ballin' other countries)
Big wave, he gon' have to get saved (big old wave)
Ridin' in the foreign, chiefin' on the forest
I know I wasn't there for you, at least I said I'm sorry
You know what it was, I told you that I was heartless
I'm emotionally scarred, that ain't even your fault
But don't listen to them haters tryna fill your ears with salt
All this revenue coming in, I'll probably never spend
I just bought my BM a Benz, now that's another Benz
I just cut off all of my friends and brought my brothers in
I don't see nobody but me, who I'm gon' lose to?
I can't move around without tools, these niggas loose screws
I can see me taking the lead over the new school
They remember me from selling weed at my old school
Only hit it once and now it's old news
Blew up, who the fuck would knew?
Paint my Trackhawk Nipsey Blue
If I get one, you get one too, I really move how bosses move
I never call myself a G.O.A.T., I leave that love to the people
Everybody can't go to the top, I had to leave some people
I'ma be forever scheming, woke up, I thought I was dreaming
Watched my lil' boy play with toys, I just dropped a tear of joy
Some shit that I feel for
I been going crazy with that scoring, call me Baby Harden
They say I'll be great, I guess I'm waiting for it
Young age, learned how to get paid (we gon' get the money)
Big stage, long way from section 8 (ballin' other countries)
Big wave, he gon' have to get saved (big old wave)
Ridin' in the foreign, chiefin' on the forest
I know I wasn't there for you, at least I said I'm sorry
You know what it was, I told you that I was heartless
I'm emotionally scarred, that ain't even your fault
But don't listen to them haters tryna fill your ears with salt
Young age, learned how to get paid (we gon' get the money)
Big stage, long way from section 8 (ballin' other countries)
Big wave, he gon' have to get saved (big old wave)
Ridin' in the foreign, chiefin' on the forest
I know I wasn't there for you, at least I said I'm sorry
You know what it was, I told you that I was heartless
I'm emotionally scarred, that ain't even your fault
But don't listen to them haters tryna fill your ears with salt",2020,"R&B/Soul, Hip-Hop/Rap",Negative
2020,All In,Lil Baby,True,"My mama been told me don't give no poor performance
And whatever you gon' do, just do it
Never thought 'bout doin' music
I was tryna build my phone up
Contact full of drug abusers
Ridin' around with that Mexican tryna figure out what my cousin doin'
Prison with the Migos, found out they was sellin' bricks
Wish I woulda knew that shit, I woulda been lit
Swear to God, since I was seventeen, I been hood rich
I be at James Harden house, I'm all in Houston, in the mix
I'm talkin' 'bout spare time in New York, I buy floor seats to watch the Knicks
And I don't even know no players
I just wanna show off my new drip and put my chains in layers
I might just stand up and go crazy, someone make the lay-up
And we ain't squashin' shit for free, you niggas gotta pay us
You niggas better pay up, yeah
Know he might not beat it, I told the lawyer, ""Go for a lighter sentence""
I'on't want no problems with y'all niggas, y'all got women tendencies
I'on't gotta sell drugs no more, I'm bossed up, I got plenty business
Ridin' 'round in that Lamb' truck, I wreck this bitch, it ain't rented
Givin' out my respect, get respect in every city
Niggas know I came up, but I came back through the slums with Diddy
Fucked around and got plugged in, I'm buyin' that red Richard Mille
Stay out my lil' brother bidness
Just know that they gettin' millions
Press the button right there to let the doors in
Go hard all year, I'on't care, I'm goin' all in
This house vibes everywhere, she callin' more friends
My word or none, ain't lyin', I cannot bargain
Sippin' wockiana, come here thotiana
Let me buss you down, ah, yeah, yeah
What kinda watch you wanted?
Man, that's nothin' mami
I'm not bein' funny, ah, yeah, yeah
I shoulda knew you was gon' rat the day you told me
A hunnid racks in all dubs, it ain't no foldin' me
I ain't no puppet, ain't with nobody controllin' me
I go LeBron when it's crunch time, it ain't no holdin' me
Got the Maybach, Benz truck, I'm tryna buy one
I told lil shawty, ""Just let bygones be bygones""
Tell the Feds, ""Get off my dick, I don't gotta buy guns""
They got the right one, yeah
Press the button right there to let the doors in
Go hard all year, I'on't care, I'm goin' all in
This house vibes everywhere, she callin' more friends
My word or none, ain't lyin', I cannot bargain
To let the doors in
I'm goin' all in
She callin' more friends
I cannot bargain (I cannot bargain)",2021,"Hip-Hop/Rap, UK Rap",Positive
2020,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,True,"You're all alone at a party
You want to dance with somebody
But you ain't got a clue how to ask
You and your girl had a fight
And now she's saying goodbye
She ran upstairs and packed her bags
It could be raining' on your perfect vacation
You could be stressed about your work situation
Ain't gotta listen to me, but all I'm sayin'
Ain't nothin' that a beer can't fix
Ain't no pain it can't wash away
From the moment that it hits your lips
Makes those clouds look a little less grey
Oh, you could be lonely, or heartbroken
Or hungover from the night before
Turn that frown into a smile real quick
There ain't nothin' that a beer can't fix
You're on a lake and you're fishin'
It's hot and all that you're gettin'
Is a little nibble here and there
You're sittin' watchin' your team
Losin' that championship ring
And you're feelin' like life ain't fair
It could be raining' on your perfect vacation
You could be stressed about your work situation
Ain't nothin' that a beer can't fix
Ain't no pain it can't wash away
From the moment that it hits your lips
Makes those clouds look a little less grey
Oh, you could be lonely, heartbroken
Or hungover from the night before
Turn that frown into a smile real quick
There ain't nothin' that a beer can't fix
It could be rainin' on your perfect vacation
You could be stressed about your work situation
Ain't gotta save it for no special occasion
Ain't nothin' that a beer can't fix
Ain't no pain it can't wash away, no
From the moment that it hits your lips
Makes those clouds look a little less grey
Oh, you could be lonely (lonely)
Heartbroken (heartbroken)
Or hungover from the night before
Turn that frown into a smile real quick
It might take one or it might take six
Drank it down, it'll do the trick
There ain't nothin' that a beer can't fix",2019,"Afropop, UK Rap, Nigerian Hip Hop",Negative
2020,Trollz,6ix9ine & Nicki Minaj,True,"Sad Pony
Watch, mhm, Glock, mhm, cocked, mhm, got it, mhm
You need that? I got it, that's cash in my pockets
That's cash, 100, you need that? I got it
Need it, got it, cash, pockets
Bands on me, sticks on me
You need that? I got it, that's cash in my pockets
That's cash, 100, you need that?
Yeah, she like how I throw them racks, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that cash, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that ass, yeah, yeah, yeah, yeah, yeah
Benz truck in the back, yeah, yeah, yeah, yeah, yeah
I know you don't like me, you wanna fight me
You don't want no problems at your party, don't invite me
I don't worry 'bout you niggas, please stop talking 'bout me
Always talking 'bout me 'cause you looking for the clouty
6ix-nina, the 9ine-nina
Riding in a two-seater with two ninas
Baby got that Aquafina, it's cocaina
Smoking on that OG reefer, no TMZ-a
Forgiatos on a Benz truck, make her friends fuck
Told her she could get Chanel, if she let my friends fuck
Stars shining in the Rolls Royce, it got red guts
Wait, hold up, nah, I still don't give a fuck
Vroom, vroom, G5
Vroom, vroom, we high
You the type of nigga that I never wanna be like
You a type of bitch that will never get a reply
Hi, hater, bye, hater, vroom
Yeah, she like how I throw them racks, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that cash, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that ass, yeah, yeah, yeah, yeah, yeah
Benz truck in the back, yeah, yeah, yeah, yeah, yeah
Dollar, dollar bill, come get her
Even your man know Nickis do it better
I know you don't like me, you wanna fight me
Always on my page, never double-tap, like me
Baddies to my left and my right
Never chase a corny nigga, put that on my life
Just put it in his face, all this cake, he wanted a taste
We sippin' on that Ace, itsy-bitsy waist, pretty face
Yeah, eat it, Cookie Monster (Ooh)
He a slave to this pussy, call me master
Real wet, I said, ""Slurp it like it's pasta""
They get nervous when it's Nicki on the roster (Rrr)
Somebody usher this nigga into a clinic
My flow's still sick, I ain't talkin' a pandemic
I write my own lyrics, a lot of these bitches gimmicks
They study Nicki style, now all of them wan' mimic
Talkin' 'bout snitches when it's snitches in your camp
Never stand alone, you always itchin' for a stamp
Me, I'm still money, wrists light up like a lamp
They gon' have to send they best fighter for the champ
Racks, I got 'em, Mary, I'm poppin'
They keep hatin', but still watchin'
Check the boards, I'm still toppin'
Bustdown or plain jane, I got options
It's a bunch of mini-mes, I'm the one they mockin'
Showed you how to get a bag, now you goin' shoppin'
When I come out, all the sneak bitches start plottin' (Plottin')
When I come out, it's a sweep, bitches start moppin'
Yeah, she like how I throw them racks, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that cash, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that ass, yeah, yeah, yeah, yeah, yeah
Benz truck in the back, yeah, yeah, yeah, yeah, yeah
Watch, mhm, Glock, mhm, cocked, mhm, got it, mhm
If he like it, I throw it fast, real fast, fast, fast
He singin' my old song yellin', ""Ass, ass, ass""
They be speedin', tryna beat me, then they crash, crash, crash
Still a 100 like the number on my dash, dash, dash
That real ass ain't keep your nigga home",2020,"R&B/Soul, Hip-Hop/Rap",Positive
